aoi,filename,label,dataset
DOM,DOM_10129.tif,BLUE_TARP,train
DOM,DOM_1023.tif,BLUE_TARP,train
DOM,DOM_10323.tif,BLUE_TARP,test
DOM,DOM_10355.tif,BLUE_TARP,test
DOM,DOM_10410.tif,BLUE_TARP,train
DOM,DOM_10440.tif,BLUE_TARP,train
DOM,DOM_10468.tif,BLUE_TARP,test
DOM,DOM_10522.tif,BLUE_TARP,train
DOM,DOM_10700.tif,BLUE_TARP,train
DOM,DOM_10735.tif,BLUE_TARP,train
DOM,DOM_10765.tif,BLUE_TARP,test
DOM,DOM_10833.tif,BLUE_TARP,train
DOM,DOM_10912.tif,BLUE_TARP,test
DOM,DOM_10921.tif,BLUE_TARP,train
DOM,DOM_10943.tif,BLUE_TARP,train
DOM,DOM_11077.tif,BLUE_TARP,train
DOM,DOM_1108.tif,BLUE_TARP,train
DOM,DOM_11091.tif,BLUE_TARP,train
DOM,DOM_11271.tif,BLUE_TARP,train
DOM,DOM_11281.tif,BLUE_TARP,train
DOM,DOM_11300.tif,BLUE_TARP,train
DOM,DOM_11343.tif,BLUE_TARP,train
DOM,DOM_11350.tif,BLUE_TARP,train
DOM,DOM_1149.tif,BLUE_TARP,test
DOM,DOM_1159.tif,BLUE_TARP,train
DOM,DOM_11692.tif,BLUE_TARP,test
DOM,DOM_11742.tif,BLUE_TARP,train
DOM,DOM_1175.tif,BLUE_TARP,train
DOM,DOM_1191.tif,BLUE_TARP,train
DOM,DOM_1192.tif,BLUE_TARP,train
DOM,DOM_1213.tif,BLUE_TARP,test
DOM,DOM_1219.tif,BLUE_TARP,test
DOM,DOM_12367.tif,BLUE_TARP,train
DOM,DOM_1253.tif,BLUE_TARP,train
DOM,DOM_12543.tif,BLUE_TARP,train
DOM,DOM_12570.tif,BLUE_TARP,train
DOM,DOM_1264.tif,BLUE_TARP,train
DOM,DOM_12691.tif,BLUE_TARP,train
DOM,DOM_12745.tif,BLUE_TARP,train
DOM,DOM_1275.tif,BLUE_TARP,test
DOM,DOM_12758.tif,BLUE_TARP,train
DOM,DOM_1278.tif,BLUE_TARP,train
DOM,DOM_12784.tif,BLUE_TARP,train
DOM,DOM_12785.tif,BLUE_TARP,train
DOM,DOM_12791.tif,BLUE_TARP,test
DOM,DOM_12802.tif,BLUE_TARP,train
DOM,DOM_12803.tif,BLUE_TARP,train
DOM,DOM_1282.tif,BLUE_TARP,test
DOM,DOM_12849.tif,BLUE_TARP,train
DOM,DOM_12854.tif,BLUE_TARP,test
DOM,DOM_12933.tif,BLUE_TARP,train
DOM,DOM_12951.tif,BLUE_TARP,test
DOM,DOM_12975.tif,BLUE_TARP,train
DOM,DOM_13013.tif,BLUE_TARP,train
DOM,DOM_13014.tif,BLUE_TARP,test
DOM,DOM_13025.tif,BLUE_TARP,test
DOM,DOM_13058.tif,BLUE_TARP,test
DOM,DOM_13076.tif,BLUE_TARP,train
DOM,DOM_13141.tif,BLUE_TARP,test
DOM,DOM_13200.tif,BLUE_TARP,test
DOM,DOM_13274.tif,BLUE_TARP,train
DOM,DOM_13299.tif,BLUE_TARP,train
DOM,DOM_13302.tif,BLUE_TARP,train
DOM,DOM_13323.tif,BLUE_TARP,test
